"Id_Restaurant","id_franchise","latitude","longitude","Score","appreciation"
54,"BKG","34.7212","-81.217","3.505916117277563",NULL
55,"BKG","29.77","-94.9774","4.8489338823459995",NULL
56,"BKG","34.0188","-118.422","4.132045436018871",NULL
57,"BKG","43.1457","-77.709","2.5760428240010853",NULL
58,"BKG","41.7169","-73.963","2.172400803823841",NULL
59,"BKG","41.0161","-92.4383","4.010607805279301",NULL
60,"BKG","34.9916","-82.0234","2.3484374208150043",NULL
61,"BKG","37.7218","-97.2625","3.6008616211034337",NULL
62,"BKG","42.6978","-78.9872","2.6571077774842182",NULL
63,"BKG","42.1991","-83.2098","4.891978383524967",NULL
64,"BKG","40.4771","-78.4043","3.1998648250532487",NULL
65,"BKG","38.0513","-122.532","3.670097741588858",NULL
66,"BKG","37.6116","-77.3403","3.651968226303918",NULL
67,"BKG","28.3856","-81.4044","3.0808873427218515",NULL
68,"BKG","40.1914","-74.712","2.810141115109803",NULL
69,"BKG","29.9882","-95.4985","4.422232717944964",NULL
70,"BKG","37.2285","-80.4231","4.01006763153264",NULL
71,"BKG","44.8265","-93.28","3.634639442449665",NULL
72,"BKG","40.4532","-86.9224","3.840837926689833",NULL
73,"BKG","42.4256","-71.0418","4.8472206267956235",NULL
74,"BKG","36.6639","-121.657","3.466235740071747",NULL
75,"BKG","42.5238","-82.9882","3.8203090544419043",NULL
76,"BKG","42.0347","-91.6793","2.3469882888395723",NULL
77,"BKG","47.5742","-122.329","2.6690875347453673",NULL
78,"BKG","42.5041","-70.9221","3.3846496023131056",NULL
79,"BKG","36.1334","-86.7793","2.6988467475886737",NULL
80,"BKG","30.7675","-85.2038","4.036407030166377",NULL
81,"BKG","33.7878","-117.881","4.062071625739181",NULL
82,"BKG","41.563","-70.5965","3.414567459245938",NULL
83,"BKG","28.0693","-82.4271","3.2749950322825048",NULL
84,"BKG","48.2081","-101.307","3.716223903666986",NULL
85,"BKG","42.296","-85.6565","3.5634186197738584",NULL
86,"BKG","30.1744","-81.6037","3.78172087128745",NULL
87,"BKG","37.4382","-77.5982","4.905765870496598",NULL
88,"BKG","33.9058","-84.2708","4.414408078311139",NULL
89,"BKG","36.7361","-108.188","3.2417947950553776",NULL
90,"BKG","42.1863","-88.0969","2.0833778297652863",NULL
91,"BKG","34.1889","-82.4171","4.5586525549502745",NULL
92,"BKG","43.408","-85.0316","3.2107374293629016",NULL
93,"BKG","32.8894","-105.96","2.7219941404724866",NULL
94,"BKG","43.6195","-116.388","2.591648085674005",NULL
95,"BKG","40.067","-83.093","3.0865502819224684",NULL
96,"BKG","40.7617","-73.7591","2.242423071447242",NULL
97,"BKG","41.8419","-71.8766","4.680851949361265",NULL
98,"BKG","40.319","-76.5694","2.5697545157929307",NULL
99,"BKG","38.9259","-94.5831","2.426281259823434",NULL
100,"BKG","34.2009","-118.57","4.8684082492461425",NULL
101,"BKG","29.8514","-95.5051","3.5290590382910447",NULL
102,"BKG","34.4354","-83.107","4.562673421893564",NULL
103,"BKG","40.2389","-74.2764","3.3161256477299768",NULL
104,"BKG","40.7544","-73.8981","2.691085818531339",NULL
105,"BKG","43.0414","-76.2234","4.972482762379926",NULL
106,"BKG","42.9966","-88.0467","2.1719781735443746",NULL
107,"BKG","37.6298","-97.2562","3.507279842867084",NULL
108,"BKG","42.2138","-83.2294","3.019668178529507",NULL
109,"BKG","38.3509","-122.71","2.0370995311473035",NULL
110,"BKG","39.9232","-83.7767","3.7674891328664124",NULL
111,"BKG","35.2547","-80.8022","3.569107876589757",NULL
112,"BKG","43.1151","-77.6221","3.042771620421421",NULL
113,"BKG","38.9992","-76.882","3.3989997592363648",NULL
114,"BKG","38.891","-119.676","2.02627811335601",NULL
115,"BKG","40.7468","-85.1695","4.306653656317686",NULL
116,"BKG","21.9719","-159.379","3.115921785028416",NULL
117,"BKG","33.4579","-90.6356","3.3141165384111346",NULL
118,"BKG","43.8694","-91.2108","4.744560343915694",NULL
119,"BKG","40.7646","-73.8225","3.426077133546421",NULL
120,"BKG","42.06","-87.8436","3.9154262713950523",NULL
121,"BKG","33.1296","-117.088","3.037710385959419",NULL
122,"BKG","43.0358","-82.4563","3.2332494671995535",NULL
123,"BKG","43.0568","-71.4413","2.0363316791303916",NULL
124,"BKG","30.6517","-87.9127","3.633770285716951",NULL
125,"BKG","47.0615","-122.765","3.2066591197136924",NULL
126,"BKG","26.2107","-81.7411","4.145061538277734",NULL
127,"BKG","38.775","-76.0605","2.764658718435159",NULL
128,"BKG","33.2246","-117.333","2.789216415565317",NULL
129,"BKG","40.7871","-111.943","3.4502693585976933",NULL
130,"BKG","33.4374","-112.021","4.848777922539997",NULL
131,"BKG","42.1433","-72.5532","4.093021549376584",NULL
132,"BKG","42.3705","-71.0818","2.563175893438654",NULL
133,"BKG","32.507","-93.6594","3.006930926859836",NULL
134,"BKG","27.8434","-82.6467","4.564837745053392",NULL
135,"BKG","41.8692","-87.9357","4.008635428787883",NULL
136,"BKG","41.7814","-71.4412","2.10492430574622",NULL
137,"BKG","32.9307","-96.8115","4.51049556866411",NULL
138,"BKG","39.7399","-104.81","3.152717634057881",NULL
139,"BKG","43.6659","-116.279","3.7320791504181523",NULL
140,"BKG","29.4778","-90.3185","2.1634794838172686",NULL
141,"BKG","31.4322","-100.412","4.834616925146911",NULL
142,"BKG","39.491","-75.0426","3.6523887787197395",NULL
143,"BKG","39.1238","-75.4697","2.5207977247452718",NULL
144,"BKG","36.1236","-115.157","3.0937085384617644",NULL
145,"BKG","42.6746","-71.1274","4.582916524584272",NULL
146,"BKG","38.7891","-97.6073","4.870199631394354",NULL
147,"BKG","33.4155","-111.634","2.7487497069937645",NULL
148,"BKG","40.1208","-74.3224","2.511398683220068",NULL
149,"BKG","44.485","-87.9702","2.8425687754460154",NULL
150,"BKG","33.8488","-84.3652","4.067409450915319",NULL
151,"BKG","39.2906","-84.3053","2.2246006327710433",NULL
152,"BKG","30.007","-95.4641","3.0067407494479665",NULL
153,"BKG","41.2477","-76.9928","2.070965762352948",NULL
154,"BKG","36.6125","-83.7027","3.170772583613122",NULL
155,"BKG","31.0429","-93.2354","4.889679443560049",NULL
156,"BKG","31.1854","-97.7705","4.620281961662553",NULL
157,"BKG","40.1828","-74.8728","4.718180173907912",NULL
158,"BKG","33.3307","-111.981","4.914204214902715",NULL
159,"BKG","40.8734","-88.6622","2.890360382144654",NULL
160,"BKG","43.1192","-77.6546","3.025379973338806",NULL
161,"BKG","37.5403","-113.183","4.0722803442188065",NULL
162,"BKG","34.7379","-82.0358","4.47372995756008",NULL
163,"BKG","42.5675","-71.4224","2.022247112993189",NULL
164,"BKG","40.7143","-73.3833","2.850587915669095",NULL
165,"BKG","26.1504","-80.3179","2.0637406662674653",NULL
166,"BKG","41.6988","-86.2191","3.734545310964575",NULL
167,"BKG","41.2986","-96.0049","3.639848177225423",NULL
168,"BKG","40.7386","-73.8855","4.668410317928299",NULL
169,"BKG","37.82","-121.996","4.988323745068321",NULL
170,"BKG","38.5495","-121.695","2.4307360349157214",NULL
171,"BKG","42.372","-83.2392","2.609201312003073",NULL
172,"BKG","40.332","-83.7614","3.1521611229966675",NULL
173,"BKG","35.5602","-82.6365","3.520862350608742",NULL
174,"BKG","41.4512","-85.2472","4.599633346460102",NULL
175,"BKG","39.0515","-95.6993","2.047569176478123",NULL
176,"BKG","41.4292","-74.4256","4.4072944806562715",NULL
177,"BKG","39.5812","-104.96","4.548926987042641",NULL
178,"BKG","40.0711","-105.202","4.340229964532643",NULL
179,"BKG","36.824","-76.412","3.8246856489466463",NULL
180,"BKG","31.1906","-85.4024","4.138446372503058",NULL
181,"BKG","34.8903","-79.6994","2.487346688470428",NULL
182,"BKG","30.2043","-81.7398","3.0409053396825216",NULL
183,"BKG","40.6758","-73.8667","4.835757781020375",NULL
184,"BKG","41.6358","-88.0806","2.3087438889529937",NULL
185,"BKG","34.2779","-119.214","4.317655064793127",NULL
186,"BKG","30.3199","-81.4606","4.9406197392024245",NULL
187,"BKG","41.5214","-81.5192","3.295923556382051",NULL
188,"BKG","41.4132","-73.4582","4.83481005801856",NULL
189,"BKG","36.8244","-111.299","4.836991389440389",NULL
190,"BKG","37.9979","-121.731","3.6091054671605765",NULL
191,"BKG","43.2412","-78.1937","4.1973634980704375",NULL
192,"BKG","30.2481","-81.7675","2.2786947903720316",NULL
193,"BKG","40.8584","-80.2894","4.777761210149195",NULL
194,"BKG","40.3537","-80.1152","2.571872396717068",NULL
195,"BKG","43.3088","-70.9898","4.7333555868502115",NULL
196,"BKG","42.5695","-79.0874","2.3346183608061466",NULL
197,"BKG","29.961","-90.1843","2.321140497713559",NULL
198,"BKG","30.4198","-91.1775","4.730568566588162",NULL
199,"BKG","40.5788","-75.4551","2.776753021727516",NULL
200,"BKG","32.7179","-117.155","3.318718245214208",NULL
201,"BKG","30.4119","-86.7188","4.168442357436444",NULL
202,"BKG","28.4546","-82.6295","4.139378904553417",NULL
203,"BKG","41.9305","-87.6876","3.5677055238288533",NULL
204,"BKG","41.9844","-86.122","4.837234997037442",NULL
205,"BKG","36.3069","-82.3416","4.347821701168152",NULL
206,"BKG","34.7314","-82.3896","4.860299279304492",NULL
207,"BKG","40.0283","-83.1168","4.139477167615783",NULL
208,"BKG","40.9196","-98.3529","4.87158718648703",NULL
209,"BKG","30.4381","-90.0836","2.8847134730790174",NULL
210,"BKG","32.3513","-90.175","2.2075326422291868",NULL
211,"BKG","36.1692","-86.6829","4.671701173504475",NULL
212,"BKG","25.962","-80.1866","4.25517597967826",NULL
213,"BKG","34.063","-117.281","2.0326952002156276",NULL
214,"BKG","35.0824","-77.0316","2.4977210723702647",NULL
215,"BKG","34.0247","-118.286","4.672148958360299",NULL
216,"BKG","42.2146","-73.8809","2.703019841288981",NULL
217,"BKG","31.5797","-90.4597","3.297592117607567",NULL
218,"BKG","30.1827","-81.5564","4.611187468187262",NULL
219,"BKG","41.3556","-83.1341","2.9400729398370995",NULL
220,"BKG","42.9868","-87.971","4.159963595732482",NULL
221,"BKG","38.3518","-121.949","2.8739431020506387",NULL
222,"BKG","29.9164","-81.4082","3.2515255486011956",NULL
223,"BKG","38.7088","-77.1587","2.306250749179024",NULL
224,"BKG","28.5685","-81.2845","2.6645609936061074",NULL
225,"BKG","34.6603","-118.204","2.1066363524974463",NULL
226,"BKG","22.0656","-159.319","2.3025072261588253",NULL
227,"BKG","32.5387","-94.7546","2.2912502093873695",NULL
228,"BKG","24.5687","-81.7497","3.194161736902406",NULL
229,"BKG","37.9367","-121.697","4.690761152960446",NULL
230,"BKG","40.4766","-86.1117","2.366692433544495",NULL
231,"BKG","42.9476","-78.868","4.280810350738156",NULL
232,"BKG","28.8231","-81.6907","3.5279236600972124",NULL
233,"BKG","30.446","-91.2435","3.1619994536065352",NULL
234,"BKG","37.9775","-87.6281","3.571644518045635",NULL
235,"BKG","44.0246","-116.941","4.730668493305781",NULL
236,"BKG","33.3636","-111.929","3.9987736939181895",NULL
237,"BKG","40.942","-73.8818","4.835542726785592",NULL
238,"BKG","41.4609","-84.5511","2.0267013264017475",NULL
239,"BKG","40.5712","-122.358","4.5771744424266405",NULL
240,"BKG","38.9453","-104.801","4.855177336781102",NULL
241,"BKG","37.1409","-84.1006","3.674672814301766",NULL
242,"BKG","41.3801","-88.4219","4.741019657479387",NULL
243,"BKG","42.2748","-71.7513","3.4627809330814308",NULL
244,"BKG","31.5379","-97.1292","4.820929004382512",NULL
245,"BKG","38.0795","-122.191","2.6966001630665426",NULL
246,"BKG","40.9814","-73.829","4.086242376503762",NULL
247,"BKG","40.8486","-76.82","2.4854141585626843",NULL
248,"BKG","26.136","-80.232","3.6267822804050684",NULL
249,"BKG","43.0093","-78.3309","3.9821683129100496",NULL
250,"BKG","40.99","-73.872","4.392391284140917",NULL
251,"BKG","33.6811","-84.4079","3.7516541427802883",NULL
252,"BKG","43.1492","-76.222","2.601015445704066",NULL
253,"BKG","34.8088","-78.9828","3.170184770569698",NULL
254,"BKG","38.597","-121.421","3.8035161249068006",NULL
255,"BKG","34.0634","-117.201","2.623011594934991",NULL
256,"BKG","41.1551","-74.1859","3.8119142508363373",NULL
257,"BKG","36.0457","-86.7082","2.9253238700285418",NULL
258,"BKG","33.897","-84.1388","3.5879307189009255",NULL
259,"BKG","26.1626","-81.7667","2.1621781889192304",NULL
260,"BKG","43.1878","-84.1316","4.822107687832574",NULL
261,"BKG","26.6183","-80.0574","2.5306624360983445",NULL
262,"BKG","27.997","-82.5819","4.280583037624408",NULL
263,"BKG","41.9559","-87.7501","4.180073289019951",NULL
264,"BKG","39.3917","-74.532","4.674256781300347",NULL
265,"BKG","32.7936","-116.935","3.1281947608244782",NULL
266,"BKG","39.7541","-86.2458","2.9139564496062995",NULL
267,"BKG","42.2107","-121.756","3.217583725130311",NULL
268,"BKG","33.1504","-85.3587","2.794444741006294",NULL
269,"BKG","34.5683","-111.853","3.9634568251593443",NULL
270,"BKG","33.9415","-83.4222","4.170430129516276",NULL
271,"BKG","40.3398","-75.9792","4.629403222564731",NULL
272,"BKG","39.9013","-74.1683","3.0064075062146403",NULL
273,"BKG","43.0406","-76.1508","3.054668624033915",NULL
274,"BKG","39.2439","-94.5761","4.380142797188162",NULL
275,"BKG","41.6929","-85.9871","4.667496308233435",NULL
276,"BKG","42.8068","-86.0187","4.8211552898080345",NULL
277,"BKG","38.3137","-81.5684","2.6913172458401378",NULL
278,"BKG","35.8967","-82.2961","2.8343348205872907",NULL
279,"BKG","38.6855","-85.7817","3.2885076845040424",NULL
280,"BKG","39.6531","-104.998","4.317078932616668",NULL
281,"BKG","40.392","-74.1005","4.2977400334277425",NULL
282,"BKG","36.7049","-121.653","3.9466238573234484",NULL
283,"BKG","35.5015","-80.9978","2.5087378693679883",NULL
284,"BKG","36.0973","-76.624","3.9247739347319666",NULL
285,"BKG","30.7107","-94.9497","2.2610708027112496",NULL
286,"BKG","35.7704","-78.7615","2.7314400737462767",NULL
287,"BKG","45.6604","-108.767","2.1594604032389464",NULL
288,"BKG","41.9367","-88.08","3.3816262289078773",NULL
289,"BKG","37.5803","-77.4916","3.442660272334619",NULL
290,"BKG","30.7871","-89.8649","4.0130681835170146",NULL
291,"BKG","42.9819","-85.0701","3.8510042479068596",NULL
292,"BKG","37.5935","-77.5665","3.4445509334403175",NULL
293,"BKG","41.1257","-80.7654","2.7715369990740015",NULL
294,"BKG","26.1954","-98.289","2.1172766364667073",NULL
295,"BKG","39.4365","-76.6246","3.5149104292434155",NULL
296,"BKG","29.7064","-95.4059","2.658208794350903",NULL
297,"BKG","41.2745","-73.7838","3.6536202774964064",NULL
298,"BKG","40.7049","-74.0123","4.107420581947869",NULL
299,"BKG","34.9826","-80.4538","4.469386145143381",NULL
300,"BKG","47.7412","-117.41","3.17995905459164",NULL
301,"BKG","33.9012","-84.5412","2.8854312868361633",NULL
302,"BKG","42.7667","-71.2267","3.486478921826887",NULL
303,"BKG","35.8416","-76.7435","3.982562101134361",NULL
304,"BKG","38.9893","-84.6385","4.8201188165486",NULL
305,"BKG","32.619","-96.8235","4.355679600323062",NULL
306,"BKG","37.7055","-85.8454","2.493436195092591",NULL
307,"BKG","41.6084","-83.4743","4.195476440583736",NULL
308,"BKG","36.8398","-87.481","2.5070982145582064",NULL
309,"BKG","37.2203","-121.861","4.458843879935078",NULL
310,"BKG","32.8597","-81.0986","3.2501186145983194",NULL
311,"BKG","32.6081","-117.067","2.6500502732323437",NULL
312,"BKG","43.4606","-76.4914","2.181039743330947",NULL
313,"BKG","41.9816","-71.5142","2.2169614324209794",NULL
314,"BKG","28.8253","-81.8877","2.5521620700097234",NULL
315,"BKG","35.3185","-119.091","2.906607942385093",NULL
316,"BKG","30.0882","-95.632","4.168900485667878",NULL
317,"BKG","35.5403","-82.5209","2.4864602618433524",NULL
318,"BKG","37.2047","-93.2763","3.6649796508008325",NULL
319,"BKG","33.5985","-117.657","4.269299876759124",NULL
320,"BKG","29.2811","-81.0827","3.0392054126704764",NULL
321,"BKG","37.0245","-93.2256","2.0773375370745883",NULL
322,"BKG","38.2387","-78.3979","3.5253169398855535",NULL
323,"BKG","37.8032","-122.272","2.3319842297817175",NULL
324,"BKG","35.0491","-89.8344","4.713139156382713",NULL
325,"BKG","39.4706","-87.4112","3.6269685049236706",NULL
326,"BKG","41.8651","-87.7915","3.859065469866974",NULL
327,"BKG","43.0163","-82.4504","3.050677507184584",NULL
328,"BKG","42.9815","-78.8723","4.385099189410515",NULL
329,"BKG","42.1243","-80.0794","2.4711864922113422",NULL
330,"BKG","33.1887","-97.1048","3.6448868960245173",NULL
331,"BKG","34.1402","-80.8871","2.9649259797520857",NULL
332,"BKG","34.2724","-77.8186","2.536112804858564",NULL
333,"BKG","33.5314","-101.871","3.7717154469548513",NULL
334,"BKG","45.2068","-93.359","3.4079266844918483",NULL
335,"BKG","36.0459","-79.0225","4.917351524344075",NULL
336,"BKG","39.896","-75.3149","3.7223428096818374",NULL
337,"BKG","38.796","-90.576","3.0367955238712008",NULL
338,"BKG","39.1648","-86.5804","4.6098340596746965",NULL
339,"BKG","39.6595","-85.129","2.2895276591407145",NULL
340,"BKG","34.2213","-118.471","4.876486978605872",NULL
341,"BKG","37.6259","-122.425","2.1419682192264275",NULL
342,"BKG","43.2857","-76.1369","4.608623128402885",NULL
343,"BKG","42.9214","-78.7932","2.7213002687364423",NULL
344,"BKG","36.8164","-76.1114","3.691968433847408",NULL
345,"BKG","26.665","-80.0885","2.3025251080234423",NULL
346,"BKG","32.5833","-97.1332","3.8988413850965977",NULL
347,"BKG","36.107","-109.548","2.1719178700615034",NULL
348,"BKG","29.0586","-82.051","2.06249765713354",NULL
349,"BKG","43.0271","-78.7954","2.2670654290490875",NULL
350,"BKG","35.3024","-80.7523","2.128351075868933",NULL
351,"BKG","37.2705","-77.412","2.598358168203723",NULL
352,"BKG","37.7831","-122.421","3.572993712656369",NULL
353,"BKG","34.0282","-84.0461","3.366937726157329",NULL
354,"BKG","40.2191","-111.659","2.0490828058348955",NULL
355,"BKG","39.0644","-94.5855","4.3013091718798",NULL
356,"BKG","35.4193","-78.8025","4.601788460639326",NULL
357,"BKG","41.3126","-122.313","3.8447860258682156",NULL
358,"BKG","43.595","-83.8508","4.999201868203641",NULL
359,"BKG","29.6754","-95.5463","3.6828728281757357",NULL
360,"BKG","40.5535","-74.4335","4.017430703632051",NULL
361,"BKG","39.0418","-94.5728","2.060598837210315",NULL
362,"BKG","38.645","-77.2993","3.0288144545052487",NULL
363,"BKG","41.8846","-87.6311","2.1662833782726585",NULL
364,"BKG","35.7112","-84.0491","2.767514158648266",NULL
365,"BKG","42.3173","-87.8655","2.464689625321372",NULL
366,"BKG","43.3405","-83.7384","3.9084998220585194",NULL
367,"BKG","37.9727","-122.064","3.983425284010024",NULL
368,"BKG","34.0162","-84.4928","4.1268544149725725",NULL
369,"BKG","40.7303","-74.0397","3.5641292156594755",NULL
370,"BKG","34.0699","-84.2939","3.842098110836199",NULL
371,"BKG","41.6291","-87.4789","2.8888636238942125",NULL
372,"BKG","36.6963","-78.9225","4.685798441425882",NULL
373,"BKG","26.2439","-80.2684","2.9316058621390484",NULL
374,"BKG","32.917","-117.124","4.811988373520012",NULL
375,"BKG","41.8646","-87.8337","4.294862017363329",NULL
376,"BKG","26.3681","-80.1729","4.625955074913211",NULL
377,"BKG","40.4162","-86.8166","2.3802225799663668",NULL
378,"BKG","40.692","-73.9883","2.2696671492890577",NULL
379,"BKG","42.7706","-71.4103","2.438443710251015",NULL
380,"BKG","41.2637","-96.0523","4.270232798956217",NULL
381,"BKG","33.893","-84.7587","2.4989505249811845",NULL
382,"BKG","41.3744","-83.6253","2.2484387627066313",NULL
383,"BKG","41.2294","-95.8517","3.5459539004733855",NULL
384,"BKG","41.4922","-87.504","3.9684119875115025",NULL
385,"BKG","41.6454","-87.5402","3.4979693744051232",NULL
386,"BKG","35.9154","-88.7537","4.576746227747819",NULL
387,"BKG","42.3727","-87.8826","2.8500914949670957",NULL
388,"BKG","34.6019","-118.184","2.5453792923733314",NULL
389,"BKG","26.352","-80.0867","4.941827756930683",NULL
390,"BKG","29.7895","-95.4097","2.1847828607441517",NULL
391,"BKG","42.9715","-85.64","2.5226314199314177",NULL
392,"BKG","47.6316","-122.146","3.1851386100472454",NULL
393,"BKG","41.205","-76.005","2.046123654798235",NULL
394,"BKG","28.8647","-82.0465","4.662244597845501",NULL
395,"BKG","35.3843","-119.11","4.636672714408535",NULL
396,"BKG","36.1516","-86.8524","3.329311386197584",NULL
397,"BKG","30.7201","-88.1497","3.519092300988517",NULL
398,"BKG","36.0846","-86.704","4.190035506265796",NULL
399,"BKG","41.1209","-95.9165","3.061230505567303",NULL
400,"BKG","43.5438","-96.7598","2.7061247349526276",NULL
401,"BKG","35.6013","-77.3371","2.424943649777812",NULL
402,"BKG","41.9541","-87.6996","3.934895339280497",NULL
403,"BKG","38.2723","-121.988","2.8634515232223907",NULL
404,"BKG","42.1672","-70.8891","3.7570374263350557",NULL
405,"BKG","36.7538","-80.702","2.5367885429370984",NULL
406,"BKG","39.926","-86.0328","4.368796049107295",NULL
407,"BKG","42.9595","-78.8142","2.869502772374128",NULL
408,"BKG","43.51","-70.4343","4.181737549485781",NULL
409,"BKG","25.8588","-80.1833","4.574216425865307",NULL
410,"BKG","39.6202","-86.1564","2.2629461868337186",NULL
411,"BKG","40.0494","-74.2216","4.805078618707774",NULL
412,"BKG","35.9995","-75.6523","3.893973559611319",NULL
413,"BKG","25.6217","-80.3442","2.449636786572513",NULL
414,"BKG","39.2542","-84.5906","2.5776830243733064",NULL
415,"BKG","41.8167","-71.445","3.2501819984319784",NULL
416,"BKG","31.5964","-97.0866","3.003175689793652",NULL
417,"BKG","35.6607","-105.974","4.709221877110609",NULL
418,"BKG","44.9148","-122.98","3.761407641600782",NULL
419,"BKG","42.5031","-83.1963","2.9276534732164405",NULL
420,"BKG","39.3911","-77.4096","3.603047547829953",NULL
421,"BKG","41.7833","-80.855","2.3510580465849427",NULL
422,"BKG","42.4894","-83.0279","4.5199054939897",NULL
423,"BKG","39.7187","-104.951","4.350230502408202",NULL
424,"BKG","41.0382","-74.6406","3.3727831315629118",NULL
425,"BKG","42.5514","-71.7824","3.2520870188399043",NULL
426,"BKG","30.1915","-97.7728","3.122045623635924",NULL
427,"BKG","41.8024","-87.5881","2.073801060665491",NULL
428,"BKG","31.9183","-102.308","3.7715592014020283",NULL
429,"BKG","36.0101","-79.8387","3.476686619658177",NULL
430,"BKG","39.3605","-76.4456","2.1119325708863963",NULL
431,"BKG","37.3192","-120.477","4.714028803593432",NULL
432,"BKG","34.2218","-77.8829","3.380565892902752",NULL
433,"BKG","36.4576","-77.6566","2.9121184368070088",NULL
434,"BKG","34.0065","-81.7725","4.3903252741649315",NULL
435,"BKG","41.6792","-86.2508","2.074240508407893",NULL
436,"BKG","41.8671","-71.0503","2.8707645586190598",NULL
437,"BKG","37.3375","-121.938","3.983620210673479",NULL
438,"BKG","37.4286","-121.91","4.805759897792072",NULL
439,"BKG","43.1039","-79.0524","2.9445879356584768",NULL
440,"BKG","36.0319","-79.8677","2.215688643806595",NULL
441,"BKG","35.2243","-80.8975","4.674914817696966",NULL
442,"BKG","35.7164","-78.8412","2.00591348777169",NULL
443,"BKG","44.2613","-88.4462","3.8506577514473106",NULL
444,"BKG","41.4143","-81.6315","3.8032160029512356",NULL
445,"BKG","34.0506","-117.309","4.350365681020617",NULL
446,"BKG","43.1513","-76.1251","2.735026016396585",NULL
447,"BKG","28.2461","-81.2961","3.455157484645394",NULL
448,"BKG","32.4637","-84.924","2.0896889893689465",NULL
449,"BKG","31.4381","-85.6658","2.1828141640908125",NULL
450,"BKG","34.7214","-82.4684","4.41719396526231",NULL
451,"BKG","31.1365","-83.4405","3.846330935871574",NULL
452,"BKG","41.4255","-82.0768","4.093092609907463",NULL
453,"BKG","41.9955","-87.7155","3.965402639979846",NULL
454,"BKG","42.298","-83.2848","3.978348224956494",NULL
455,"BKG","37.6945","-122.085","2.8696689113338087",NULL
456,"BKG","36.3034","-119.314","3.446365235217555",NULL
457,"BKG","35.1212","-120.61","2.8377898339798766",NULL
458,"BKG","40.4675","-74.2775","4.2848216210907015",NULL
459,"BKG","43.1063","-75.4264","2.8400582023429313",NULL
460,"BKG","39.1165","-94.759","4.913551294471289",NULL
461,"BKG","34.9846","-84.072","3.547110684661167",NULL
462,"BKG","39.3976","-74.5971","4.162278234429742",NULL
463,"BKG","43.0829","-75.6495","2.1597960885349985",NULL
